"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2021","Stratum_1"," [counts*km^2]",620799.140799112,65474.4506363426,0.105468011041481
"1","2022","Stratum_1"," [counts*km^2]",597253.331271222,93705.5483642556,0.156894140991744
"1","1982","Stratum_2"," [counts*km^2]",802479.454235136,100775.276586704,0.125579883765068
"1","1983","Stratum_2"," [counts*km^2]",635797.970820233,78181.9528388394,0.122966659893517
"1","1984","Stratum_2"," [counts*km^2]",346798.387877129,38631.7581228285,0.1113954374451
"1","1985","Stratum_2"," [counts*km^2]",467205.74825487,54082.1093914683,0.115756515397078
"1","1986","Stratum_2"," [counts*km^2]",466385.548019874,60308.587578064,0.129310583988109
"1","1987","Stratum_2"," [counts*km^2]",1030901.84675977,112673.558754418,0.109296107198336
"1","1988","Stratum_2"," [counts*km^2]",861970.104146789,75926.9795975455,0.0880853978952099
"1","1989","Stratum_2"," [counts*km^2]",893460.446529885,76970.8177277534,0.0861491048951307
"1","1990","Stratum_2"," [counts*km^2]",928943.662506021,78994.040292401,0.0850364166103444
"1","1991","Stratum_2"," [counts*km^2]",620340.610949787,58362.5746521732,0.0940814991345087
"1","1992","Stratum_2"," [counts*km^2]",478477.945392863,45434.7353698447,0.0949568016819244
"1","1993","Stratum_2"," [counts*km^2]",685522.218179081,69698.3502078518,0.101671905533548
"1","1994","Stratum_2"," [counts*km^2]",472651.1858093,51507.8018113753,0.108976351605213
"1","1995","Stratum_2"," [counts*km^2]",367918.425610045,38177.5132230767,0.103766244269432
"1","1996","Stratum_2"," [counts*km^2]",479181.854709395,48099.5915311929,0.100378574560932
"1","1997","Stratum_2"," [counts*km^2]",363051.999207956,42631.3301990658,0.117424860053302
"1","1998","Stratum_2"," [counts*km^2]",447134.959236365,44701.5909863567,0.0999733750693523
"1","1999","Stratum_2"," [counts*km^2]",609607.564856725,61868.4704163527,0.101489013560541
"1","2000","Stratum_2"," [counts*km^2]",685724.367787502,84612.0671910434,0.123390783769352
"1","2001","Stratum_2"," [counts*km^2]",603873.612087359,56847.5506088196,0.0941381598250657
"1","2002","Stratum_2"," [counts*km^2]",525769.747578941,52404.4403307316,0.0996718441333742
"1","2003","Stratum_2"," [counts*km^2]",2599087.28037082,242885.24560433,0.0934502074780946
"1","2004","Stratum_2"," [counts*km^2]",1659389.02532327,136152.283460972,0.0820496468177182
"1","2005","Stratum_2"," [counts*km^2]",1308164.25690921,74066.2299912305,0.0566184480274872
"1","2006","Stratum_2"," [counts*km^2]",1628485.66591469,166880.196100538,0.102475692352382
"1","2007","Stratum_2"," [counts*km^2]",888941.511550731,54267.4423766561,0.061047258645834
"1","2008","Stratum_2"," [counts*km^2]",1250029.26682657,144623.060999095,0.115695739961552
"1","2009","Stratum_2"," [counts*km^2]",1664699.04469146,185392.329260795,0.111366874301989
"1","2010","Stratum_2"," [counts*km^2]",636729.678160334,67722.4467884436,0.106359808740359
"1","2011","Stratum_2"," [counts*km^2]",694950.603387518,64467.7706805524,0.0927659755474791
"1","2012","Stratum_2"," [counts*km^2]",251611.327184268,25835.0865264945,0.102678551143185
"1","2013","Stratum_2"," [counts*km^2]",357557.813046065,40042.9420291924,0.111990118991005
"1","2014","Stratum_2"," [counts*km^2]",444974.621141053,39924.350538261,0.0897227586505551
"1","2015","Stratum_2"," [counts*km^2]",412244.426224234,36184.0307402284,0.0877732443143978
"1","2016","Stratum_2"," [counts*km^2]",489105.113180304,36960.0658302486,0.0755667132365955
"1","2017","Stratum_2"," [counts*km^2]",767473.985317541,59111.0060146074,0.0770202080402117
"1","2018","Stratum_2"," [counts*km^2]",474821.805370817,43813.0316976478,0.0922725772112162
"1","2019","Stratum_2"," [counts*km^2]",730291.132013817,74852.961558453,0.10249742640588
"1","2020","Stratum_2"," [counts*km^2]",554304.547034875,90816.3407850824,0.16383834711601
"1","2021","Stratum_2"," [counts*km^2]",620799.140799112,65474.4506363426,0.105468011041481
"1","2022","Stratum_2"," [counts*km^2]",597253.331271222,93705.5483642556,0.156894140991744
"1","1982","Stratum_3"," [counts*km^2]",802479.454235136,100775.276586704,0.125579883765068
"1","1983","Stratum_3"," [counts*km^2]",635797.970820233,78181.9528388394,0.122966659893517
"1","1984","Stratum_3"," [counts*km^2]",346798.387877129,38631.7581228285,0.1113954374451
"1","1985","Stratum_3"," [counts*km^2]",467205.74825487,54082.1093914683,0.115756515397078
"1","1986","Stratum_3"," [counts*km^2]",466385.548019874,60308.587578064,0.129310583988109
"1","1987","Stratum_3"," [counts*km^2]",1030901.84675977,112673.558754418,0.109296107198336
"1","1988","Stratum_3"," [counts*km^2]",861970.104146789,75926.9795975455,0.0880853978952099
"1","1989","Stratum_3"," [counts*km^2]",893460.446529885,76970.8177277534,0.0861491048951307
"1","1990","Stratum_3"," [counts*km^2]",928943.662506021,78994.040292401,0.0850364166103444
"1","1991","Stratum_3"," [counts*km^2]",620340.610949787,58362.5746521732,0.0940814991345087
"1","1992","Stratum_3"," [counts*km^2]",478477.945392863,45434.7353698447,0.0949568016819244
"1","1993","Stratum_3"," [counts*km^2]",685522.218179081,69698.3502078518,0.101671905533548
"1","1994","Stratum_3"," [counts*km^2]",472651.1858093,51507.8018113753,0.108976351605213
"1","1995","Stratum_3"," [counts*km^2]",367918.425610045,38177.5132230767,0.103766244269432
"1","1996","Stratum_3"," [counts*km^2]",479181.854709395,48099.5915311929,0.100378574560932
"1","1997","Stratum_3"," [counts*km^2]",363051.999207956,42631.3301990658,0.117424860053302
"1","1998","Stratum_3"," [counts*km^2]",447134.959236365,44701.5909863567,0.0999733750693523
"1","1999","Stratum_3"," [counts*km^2]",609607.564856725,61868.4704163527,0.101489013560541
"1","2000","Stratum_3"," [counts*km^2]",685724.367787502,84612.0671910434,0.123390783769352
"1","2001","Stratum_3"," [counts*km^2]",603873.612087359,56847.5506088196,0.0941381598250657
"1","2002","Stratum_3"," [counts*km^2]",525769.747578941,52404.4403307316,0.0996718441333742
"1","2003","Stratum_3"," [counts*km^2]",2599087.28037082,242885.24560433,0.0934502074780946
"1","2004","Stratum_3"," [counts*km^2]",1659389.02532327,136152.283460972,0.0820496468177182
"1","2005","Stratum_3"," [counts*km^2]",1308164.25690921,74066.2299912305,0.0566184480274872
"1","2006","Stratum_3"," [counts*km^2]",1628485.66591469,166880.196100538,0.102475692352382
"1","2007","Stratum_3"," [counts*km^2]",888941.511550731,54267.4423766561,0.061047258645834
"1","2008","Stratum_3"," [counts*km^2]",1250029.26682657,144623.060999095,0.115695739961552
"1","2009","Stratum_3"," [counts*km^2]",1664699.04469146,185392.329260795,0.111366874301989
"1","2010","Stratum_3"," [counts*km^2]",636729.678160334,67722.4467884436,0.106359808740359
"1","2011","Stratum_3"," [counts*km^2]",694950.603387518,64467.7706805524,0.0927659755474791
"1","2012","Stratum_3"," [counts*km^2]",251611.327184268,25835.0865264945,0.102678551143185
"1","2013","Stratum_3"," [counts*km^2]",357557.813046065,40042.9420291924,0.111990118991005
"1","2014","Stratum_3"," [counts*km^2]",444974.621141053,39924.350538261,0.0897227586505551
"1","2015","Stratum_3"," [counts*km^2]",412244.426224234,36184.0307402284,0.0877732443143978
"1","2016","Stratum_3"," [counts*km^2]",489105.113180304,36960.0658302486,0.0755667132365955
"1","2017","Stratum_3"," [counts*km^2]",767473.985317541,59111.0060146074,0.0770202080402117
"1","2018","Stratum_3"," [counts*km^2]",474821.805370817,43813.0316976478,0.0922725772112162
"1","2019","Stratum_3"," [counts*km^2]",730291.132013817,74852.961558453,0.10249742640588
"1","2020","Stratum_3"," [counts*km^2]",554304.547034875,90816.3407850824,0.16383834711601
"1","2021","Stratum_3"," [counts*km^2]",620799.140799112,65474.4506363426,0.105468011041481
"1","2022","Stratum_3"," [counts*km^2]",597253.331271222,93705.5483642556,0.156894140991744
"1","1982","Stratum_4"," [counts*km^2]",802479.454235136,100775.276586704,0.125579883765068
"1","1983","Stratum_4"," [counts*km^2]",635797.970820233,78181.9528388394,0.122966659893517
"1","1984","Stratum_4"," [counts*km^2]",346798.387877129,38631.7581228285,0.1113954374451
"1","1985","Stratum_4"," [counts*km^2]",467205.74825487,54082.1093914683,0.115756515397078
"1","1986","Stratum_4"," [counts*km^2]",466385.548019874,60308.587578064,0.129310583988109
"1","1987","Stratum_4"," [counts*km^2]",1030901.84675977,112673.558754418,0.109296107198336
"1","1988","Stratum_4"," [counts*km^2]",861970.104146789,75926.9795975455,0.0880853978952099
"1","1989","Stratum_4"," [counts*km^2]",893460.446529885,76970.8177277534,0.0861491048951307
"1","1990","Stratum_4"," [counts*km^2]",928943.662506021,78994.040292401,0.0850364166103444
"1","1991","Stratum_4"," [counts*km^2]",620340.610949787,58362.5746521732,0.0940814991345087
"1","1992","Stratum_4"," [counts*km^2]",478477.945392863,45434.7353698447,0.0949568016819244
"1","1993","Stratum_4"," [counts*km^2]",685522.218179081,69698.3502078518,0.101671905533548
"1","1994","Stratum_4"," [counts*km^2]",472651.1858093,51507.8018113753,0.108976351605213
"1","1995","Stratum_4"," [counts*km^2]",367918.425610045,38177.5132230767,0.103766244269432
"1","1996","Stratum_4"," [counts*km^2]",479181.854709395,48099.5915311929,0.100378574560932
"1","1997","Stratum_4"," [counts*km^2]",363051.999207956,42631.3301990658,0.117424860053302
"1","1998","Stratum_4"," [counts*km^2]",447134.959236365,44701.5909863567,0.0999733750693523
"1","1999","Stratum_4"," [counts*km^2]",609607.564856725,61868.4704163527,0.101489013560541
"1","2000","Stratum_4"," [counts*km^2]",685724.367787502,84612.0671910434,0.123390783769352
"1","2001","Stratum_4"," [counts*km^2]",603873.612087359,56847.5506088196,0.0941381598250657
"1","2002","Stratum_4"," [counts*km^2]",525769.747578941,52404.4403307316,0.0996718441333742
"1","2003","Stratum_4"," [counts*km^2]",2599087.28037082,242885.24560433,0.0934502074780946
"1","2004","Stratum_4"," [counts*km^2]",1659389.02532327,136152.283460972,0.0820496468177182
"1","2005","Stratum_4"," [counts*km^2]",1308164.25690921,74066.2299912305,0.0566184480274872
"1","2006","Stratum_4"," [counts*km^2]",1628485.66591469,166880.196100538,0.102475692352382
"1","2007","Stratum_4"," [counts*km^2]",888941.511550731,54267.4423766561,0.061047258645834
"1","2008","Stratum_4"," [counts*km^2]",1250029.26682657,144623.060999095,0.115695739961552
"1","2009","Stratum_4"," [counts*km^2]",1664699.04469146,185392.329260795,0.111366874301989
"1","2010","Stratum_4"," [counts*km^2]",636729.678160334,67722.4467884436,0.106359808740359
"1","2011","Stratum_4"," [counts*km^2]",694950.603387518,64467.7706805524,0.0927659755474791
"1","2012","Stratum_4"," [counts*km^2]",251611.327184268,25835.0865264945,0.102678551143185
"1","2013","Stratum_4"," [counts*km^2]",357557.813046065,40042.9420291924,0.111990118991005
"1","2014","Stratum_4"," [counts*km^2]",444974.621141053,39924.350538261,0.0897227586505551
"1","2015","Stratum_4"," [counts*km^2]",412244.426224234,36184.0307402284,0.0877732443143978
"1","2016","Stratum_4"," [counts*km^2]",489105.113180304,36960.0658302486,0.0755667132365955
"1","2017","Stratum_4"," [counts*km^2]",767473.985317541,59111.0060146074,0.0770202080402117
"1","2018","Stratum_4"," [counts*km^2]",474821.805370817,43813.0316976478,0.0922725772112162
"1","2019","Stratum_4"," [counts*km^2]",730291.132013817,74852.961558453,0.10249742640588
"1","2020","Stratum_4"," [counts*km^2]",554304.547034875,90816.3407850824,0.16383834711601
"1","2021","Stratum_4"," [counts*km^2]",620799.140799112,65474.4506363426,0.105468011041481
"1","2022","Stratum_4"," [counts*km^2]",597253.331271222,93705.5483642556,0.156894140991744
